id,code,label
0,0,Not at junction or within 20 metres
1,1,Roundabout
2,2,Mini-roundabout
3,3,T or staggered junction
4,5,Slip road
5,6,Crossroads
6,7,More than 4 arms (not roundabout)
7,8,Private drive or entrance
8,9,Other junction
9,-1,Data missing or out of range
