Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2010961001411,292990,680870,-3.717829,56.008826,96,3,1,1,26/07/2010,2,,924,S12000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,1,9,0,18,0,0,0,0,0,0,3,1,15,2,11,796,1,7,-1,3,,,1,3,1,1,3,5,3,0,0,-1,0,1
2010210004775,386450,350950,-2.203623,53.055612,21,3,2,1,26/07/2010,2,00:40,257,E06000021,3,50,6,30,3,3,6,23,0,0,4,2,2,0,0,1,1,E01014356,1,9,0,9,0,6,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
2010210004775,386450,350950,-2.203623,53.055612,21,3,2,1,26/07/2010,2,00:40,257,E06000021,3,50,6,30,3,3,6,23,0,0,4,2,2,0,0,1,1,E01014356,2,1,0,16,0,8,0,0,0,0,4,1,2,1,5,-1,-1,-1,1,1,,,1,1,1,5,3,0,0,0,0,-1,1,1
201005BB04454,333690,417390,-3.004662,53.648788,5,3,2,1,26/07/2010,2,01:00,93,E08000014,3,565,6,30,6,2,6,0,0,5,4,2,2,0,0,1,2,E01006968,1,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,1495,1,15,-1,-1,HYUNDAI             ,ACCENT GLS                 ,,,,,,,,,,,,
201005BB04454,333690,417390,-3.004662,53.648788,5,3,2,1,26/07/2010,2,01:00,93,E08000014,3,565,6,30,6,2,6,0,0,5,4,2,2,0,0,1,2,E01006968,2,9,0,3,0,1,0,0,0,0,2,1,4,2,5,1598,1,7,1,1,MINI                ,MINI ONE                   ,1,1,2,5,3,0,0,0,0,-1,9,1
201001XD80555,520390,181300,-0.266283,51.517748,1,3,1,1,26/07/2010,2,01:20,27,E09000009,3,4000,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01001196,1,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,,,1,3,1,5,3,1,1,0,0,-1,0,1
2010160D03551,507190,429460,-0.375885,53.750488,16,3,2,1,26/07/2010,2,01:25,228,E06000010,6,0,6,30,3,4,6,0,0,0,4,1,1,4,0,1,1,E01012862,1,9,0,4,0,1,0,0,0,0,1,1,1,1,7,2993,2,2,6,1,,,,,,,,,,,,,,
2010160D03551,507190,429460,-0.375885,53.750488,16,3,2,1,26/07/2010,2,01:25,228,E06000010,6,0,6,30,3,4,6,0,0,0,4,1,1,4,0,1,1,E01012862,2,9,0,3,0,1,0,2,0,0,2,1,15,1,6,2148,2,4,4,1,MERCEDES            ,C220 CDI AVANTGDE SE A     ,1,2,2,4,3,0,0,1,0,-1,9,1
201020W024340,407630,286590,-1.889100,52.477156,20,3,2,4,26/07/2010,2,01:30,300,E08000025,4,4131,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01009200,1,9,0,18,0,8,0,0,0,0,1,1,15,1,4,1199,1,8,1,1,,,,,,,,,,,,,,
201020W024340,407630,286590,-1.889100,52.477156,20,3,2,4,26/07/2010,2,01:30,300,E08000025,4,4131,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01009200,2,9,0,18,0,8,0,0,0,0,4,1,1,1,6,1995,2,4,1,1,,,1,2,1,-1,3,0,0,1,0,-1,9,1
201020W024340,407630,286590,-1.889100,52.477156,20,3,2,4,26/07/2010,2,01:30,300,E08000025,4,4131,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01009200,2,9,0,18,0,8,0,0,0,0,4,1,1,1,6,1995,2,4,1,1,,,2,2,2,-1,3,0,0,2,0,-1,9,-1
201020W024340,407630,286590,-1.889100,52.477156,20,3,2,4,26/07/2010,2,01:30,300,E08000025,4,4131,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01009200,2,9,0,18,0,8,0,0,0,0,4,1,1,1,6,1995,2,4,1,1,,,3,2,1,-1,3,0,0,2,0,-1,9,1
201020W024340,407630,286590,-1.889100,52.477156,20,3,2,4,26/07/2010,2,01:30,300,E08000025,4,4131,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01009200,2,9,0,18,0,8,0,0,0,0,4,1,1,1,6,1995,2,4,1,1,,,4,2,2,-1,3,0,0,2,0,-1,9,1
201042I235107,542750,192840,0.060458,51.616240,42,3,2,1,26/07/2010,2,01:35,456,E10000012,1,11,3,70,0,0,-1,0,0,0,6,1,1,0,0,2,1,E01021750,1,9,0,18,0,0,0,0,0,0,4,1,1,1,8,-1,-1,-1,8,1,MERCEDES            ,                           ,,,,,,,,,,,,
201042I235107,542750,192840,0.060458,51.616240,42,3,2,1,26/07/2010,2,01:35,456,E10000012,1,11,3,70,0,0,-1,0,0,0,6,1,1,0,0,2,1,E01021750,2,9,0,18,0,0,0,0,4,6,3,1,15,1,6,1390,1,1,2,1,VOLKSWAGEN          ,POLO MATCH 80 AUTO         ,1,1,1,6,3,0,0,0,0,-1,9,1
2010100466110,431770,579610,-1.503522,55.109905,10,3,3,1,26/07/2010,2,01:44,139,E06000048,3,193,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01027440,1,9,0,18,0,0,1,0,1,4,1,1,15,1,3,1598,1,2,1,1,PEUGEOT             ,207 SPORT AUTO             ,1,1,1,3,3,0,0,0,0,-1,9,1
2010100466110,431770,579610,-1.503522,55.109905,10,3,3,1,26/07/2010,2,01:44,139,E06000048,3,193,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01027440,2,9,0,18,0,0,0,0,0,0,0,1,1,1,-1,2993,2,2,-1,-1,,,,,,,,,,,,,,
2010100466110,431770,579610,-1.503522,55.109905,10,3,3,1,26/07/2010,2,01:44,139,E06000048,3,193,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01027440,3,9,0,18,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,APRILIA             ,SPORT CITY ONE 50          ,,,,,,,,,,,,
201001TA00185,519350,178850,-0.282093,51.495948,1,1,1,3,26/07/2010,2,01:50,25,E09000018,3,406,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002691,1,9,0,18,0,0,2,10,1,2,4,1,15,1,5,2497,2,5,3,1,BMW                 ,525D SPORT AUTO            ,1,1,1,5,1,0,0,0,0,-1,9,1
201001TA00185,519350,178850,-0.282093,51.495948,1,1,1,3,26/07/2010,2,01:50,25,E09000018,3,406,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002691,1,9,0,18,0,0,2,10,1,2,4,1,15,1,5,2497,2,5,3,1,BMW                 ,525D SPORT AUTO            ,2,2,1,5,3,0,0,1,0,-1,9,1
201001TA00185,519350,178850,-0.282093,51.495948,1,1,1,3,26/07/2010,2,01:50,25,E09000018,3,406,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002691,1,9,0,18,0,0,2,10,1,2,4,1,15,1,5,2497,2,5,3,1,BMW                 ,525D SPORT AUTO            ,3,2,1,4,3,0,0,2,0,-1,9,1
2010471004865,574250,121400,0.480180,50.965601,47,3,2,4,26/07/2010,2,02:18,555,E10000011,3,21,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021100,1,9,0,16,0,0,5,0,0,0,1,1,2,1,6,1991,2,2,1,1,VAUXHALL            ,ANTARA S CDTI              ,,,,,,,,,,,,
2010471004865,574250,121400,0.480180,50.965601,47,3,2,4,26/07/2010,2,02:18,555,E10000011,3,21,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021100,2,9,0,18,0,0,0,0,0,0,3,1,15,1,8,1994,1,6,9,2,SUBARU              ,FORESTER X ALL WEATHER     ,1,1,1,8,3,0,0,0,0,-1,9,2
2010471004865,574250,121400,0.480180,50.965601,47,3,2,4,26/07/2010,2,02:18,555,E10000011,3,21,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021100,2,9,0,18,0,0,0,0,0,0,3,1,15,1,8,1994,1,6,9,2,SUBARU              ,FORESTER X ALL WEATHER     ,2,2,2,8,3,0,0,1,0,-1,9,2
2010471004865,574250,121400,0.480180,50.965601,47,3,2,4,26/07/2010,2,02:18,555,E10000011,3,21,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021100,2,9,0,18,0,0,0,0,0,0,3,1,15,1,8,1994,1,6,9,2,SUBARU              ,FORESTER X ALL WEATHER     ,3,2,1,3,3,0,0,2,0,-1,9,2
2010471004865,574250,121400,0.480180,50.965601,47,3,2,4,26/07/2010,2,02:18,555,E10000011,3,21,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021100,2,9,0,18,0,0,0,0,0,0,3,1,15,1,8,1994,1,6,9,2,SUBARU              ,FORESTER X ALL WEATHER     ,4,2,1,2,3,0,0,2,0,-1,9,2
2010961001453,291400,681980,-3.743766,56.018437,96,3,2,1,26/07/2010,2,02:20,924,S12000014,6,0,6,30,9,4,-1,-1,0,0,4,1,1,0,0,1,1,,1,9,0,7,0,2,0,4,0,0,3,1,15,2,8,1396,1,7,-1,1,ROVER               ,25 IMPRESSION 3            ,1,1,2,8,3,0,0,0,0,-1,9,1
2010961001453,291400,681980,-3.743766,56.018437,96,3,2,1,26/07/2010,2,02:20,924,S12000014,6,0,6,30,9,4,-1,-1,0,0,4,1,1,0,0,1,1,,2,9,0,2,0,2,0,0,0,0,3,1,15,1,6,1396,1,3,-1,1,KIA                 ,CEE'D S                    ,,,,,,,,,,,,
201001TB00416,547040,168480,0.112229,51.396249,1,2,2,2,26/07/2010,2,02:21,19,E09000006,3,224,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01000730,1,20,0,18,0,8,0,0,0,0,4,1,15,1,9,5880,2,7,4,1,IVECO-FORD          ,                           ,,,,,,,,,,,,
201001TB00416,547040,168480,0.112229,51.396249,1,2,2,2,26/07/2010,2,02:21,19,E09000006,3,224,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01000730,2,9,0,18,0,8,0,0,0,0,1,1,1,1,6,-1,-1,-1,-1,-1,,,1,1,1,6,2,0,0,0,0,-1,9,-1
201001TB00416,547040,168480,0.112229,51.396249,1,2,2,2,26/07/2010,2,02:21,19,E09000006,3,224,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01000730,2,9,0,18,0,8,0,0,0,0,1,1,1,1,6,-1,-1,-1,-1,-1,,,2,2,2,-1,2,0,0,1,0,-1,9,-1
201014A117210,455390,401240,-1.166341,53.504932,14,3,2,2,26/07/2010,2,02:37,211,E08000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01007496,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1149,1,7,-1,-1,RENAULT             ,                           ,,,,,,,,,,,,
201014A117210,455390,401240,-1.166341,53.504932,14,3,2,2,26/07/2010,2,02:37,211,E08000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01007496,2,9,0,18,0,1,0,0,7,0,4,1,1,1,6,2401,1,3,-1,-1,,,1,1,1,6,3,0,0,0,0,-1,9,-1
201014A117210,455390,401240,-1.166341,53.504932,14,3,2,2,26/07/2010,2,02:37,211,E08000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01007496,2,9,0,18,0,1,0,0,7,0,4,1,1,1,6,2401,1,3,-1,-1,,,2,2,1,6,3,0,0,1,0,-1,9,-1
201004EM10034,370660,431770,-2.446752,53.781422,4,3,1,2,26/07/2010,2,03:22,75,E10000017,6,0,6,60,3,4,6,0,0,0,6,7,2,3,0,2,1,E01025064,1,9,0,18,0,6,1,0,3,10,1,1,15,2,4,1248,2,1,8,1,,,1,1,2,4,3,0,0,0,0,-1,9,1
201004EM10034,370660,431770,-2.446752,53.781422,4,3,1,2,26/07/2010,2,03:22,75,E10000017,6,0,6,60,3,4,6,0,0,0,6,7,2,3,0,2,1,E01025064,1,9,0,18,0,6,1,0,3,10,1,1,15,2,4,1248,2,1,8,1,,,2,2,2,6,3,0,0,1,0,-1,9,1
201034NC30230,486260,289250,-0.730874,52.494316,34,3,1,1,26/07/2010,2,03:46,380,E10000021,3,6003,1,60,1,4,3,427,0,0,4,2,2,0,0,2,1,E01026980,1,9,0,18,0,8,0,10,0,0,1,1,15,1,4,1391,1,15,10,3,FORD                ,ESCORT ENCORE              ,1,1,1,4,3,0,0,0,0,-1,9,3
201005AA04524,329560,387340,-3.060368,53.378187,5,2,1,1,26/07/2010,2,04:45,95,E08000015,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01007246,1,9,0,18,0,1,0,0,0,0,1,1,2,1,7,-1,-1,-1,6,1,FIAT                ,DUCATO 1.3 CAB             ,1,3,1,6,2,9,9,0,0,-1,0,-1
2010351789210,554310,280810,0.266904,52.403510,35,3,2,1,26/07/2010,2,05:15,391,E10000003,5,137,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01018029,1,1,0,9,0,0,0,0,0,0,1,1,1,1,4,-1,-1,-1,5,1,,,1,1,1,4,3,0,0,0,0,-1,1,1
2010351789210,554310,280810,0.266904,52.403510,35,3,2,1,26/07/2010,2,05:15,391,E10000003,5,137,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01018029,2,9,0,18,0,0,0,0,0,0,4,1,1,1,5,1984,1,-1,9,1,AUDI                ,TT S QUATTRO               ,,,,,,,,,,,,
201011NH17930,419550,552650,-1.696904,54.868267,11,3,2,2,26/07/2010,2,05:20,169,E06000047,3,693,3,40,0,-1,-1,0,0,7,1,1,1,0,0,1,1,E01020661,1,11,0,16,0,0,0,4,0,0,1,1,1,1,6,9000,2,3,3,1,SCANIA              ,                           ,1,1,1,6,3,0,0,0,0,-1,11,1
201011NH17930,419550,552650,-1.696904,54.868267,11,3,2,2,26/07/2010,2,05:20,169,E06000047,3,693,3,40,0,-1,-1,0,0,7,1,1,1,0,0,1,1,E01020661,2,9,0,2,0,0,0,0,1,0,2,1,1,1,7,998,1,15,5,1,NISSAN              ,MICRA L                    ,2,1,1,7,3,0,0,0,0,-1,9,1
201005CC04553,346780,392910,-2.802480,53.430268,5,3,2,1,26/07/2010,2,05:43,90,E08000011,3,57,6,30,6,4,3,58,0,5,1,2,2,0,0,1,1,E01006463,1,9,0,9,0,2,1,0,0,0,1,1,15,1,6,1596,1,9,4,1,,,,,,,,,,,,,,
