Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2010520008640,330260,137220,-2.998063,51.129937,52,3,2,1,27/10/2010,4,00:05,607,E10000027,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,E01029095,1,9,0,18,0,0,0,0,0,0,1,1,15,2,-1,988,1,18,3,1,NISSAN              ,MICRA SUPER                ,1,1,2,-1,3,0,0,0,0,-1,9,1
2010520008640,330260,137220,-2.998063,51.129937,52,3,2,1,27/10/2010,4,00:05,607,E10000027,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,E01029095,2,9,0,2,0,0,0,0,0,0,2,1,15,1,-1,1560,2,4,-1,3,,,,,,,,,,,,,,
2010120184948,433100,452270,-1.496949,53.965455,12,3,1,1,27/10/2010,4,00:15,182,E10000023,5,47,6,60,3,4,3,658,0,0,4,1,2,0,0,2,1,E01027704,1,9,0,7,0,5,0,0,0,0,1,1,15,1,4,1198,1,3,10,3,SEAT                ,IBIZA REFERENCE SPORT 12V  ,1,1,1,4,3,0,0,0,0,-1,9,3
201045GU55628,490550,150480,-0.704064,51.246258,45,3,1,2,27/10/2010,4,00:20,511,E10000030,6,0,6,30,3,4,6,0,0,0,6,8,2,0,0,2,1,E01030431,1,9,0,16,0,8,1,0,1,4,1,1,15,1,6,1984,1,14,10,1,VOLKSWAGEN          ,PASSAT CL                  ,1,2,2,4,3,0,0,1,0,-1,9,1
201045GU55628,490550,150480,-0.704064,51.246258,45,3,1,2,27/10/2010,4,00:20,511,E10000030,6,0,6,30,3,4,6,0,0,0,6,8,2,0,0,2,1,E01030431,1,9,0,16,0,8,1,0,1,4,1,1,15,1,6,1984,1,14,10,1,VOLKSWAGEN          ,PASSAT CL                  ,2,2,2,4,3,0,0,2,0,-1,9,1
201043N275100,501460,185810,-0.537709,51.562001,43,3,1,1,27/10/2010,4,00:26,477,E10000002,1,40,7,70,0,-1,-1,0,0,0,5,1,1,0,0,2,1,E01017823,1,9,0,17,0,0,0,0,7,7,1,1,15,1,6,1149,1,14,-1,-1,,,1,1,1,6,3,0,0,0,0,-1,9,-1
201042I348010,610260,227740,1.055423,51.908446,42,2,1,1,27/10/2010,4,00:45,461,E10000012,6,0,6,60,0,0,-1,0,0,0,6,2,2,0,0,2,1,E01021972,1,9,0,16,0,0,0,0,1,0,4,1,15,1,5,1998,1,10,-1,-1,DAEWOO              ,NUBIRA CDX                 ,1,2,2,4,2,0,0,1,0,-1,9,-1
201020L011050,416330,289920,-1.760844,52.506904,20,3,2,1,27/10/2010,4,01:12,306,E08000029,6,0,6,30,3,4,6,0,0,0,4,8,2,0,0,1,1,E01010119,1,9,0,9,0,5,0,0,0,0,4,1,1,1,7,1986,2,4,1,1,AUDI                ,A4 S LINE TDI 140          ,,,,,,,,,,,,
201020L011050,416330,289920,-1.760844,52.506904,20,3,2,1,27/10/2010,4,01:12,306,E08000029,6,0,6,30,3,4,6,0,0,0,4,8,2,0,0,1,1,E01010119,2,9,0,18,0,8,0,0,0,0,1,1,15,2,5,1242,1,8,1,1,FIAT                ,PUNTO DYNAMIC 16V          ,1,1,2,5,3,0,0,0,0,-1,9,1
201001CW12344,527350,181800,-0.165845,51.520716,1,3,2,1,27/10/2010,4,02:05,1,E09000033,3,501,3,30,6,2,3,501,0,0,4,2,2,0,0,1,1,E01004673,1,19,0,3,0,8,0,0,0,0,2,1,15,1,6,-1,-1,-1,1,1,RENAULT             ,LAGUNA DYNAMIQUE DCI       ,1,1,1,6,3,0,0,0,0,-1,19,1
201001CW12344,527350,181800,-0.165845,51.520716,1,3,2,1,27/10/2010,4,02:05,1,E09000033,3,501,3,30,6,2,3,501,0,0,4,2,2,0,0,1,1,E01004673,2,19,0,18,0,8,0,0,0,0,1,1,15,1,6,2151,2,6,9,1,MERCEDES            ,SPRINTER 311 CDI LWB       ,,,,,,,,,,,,
2010100680910,424220,563820,-1.623203,54.968440,10,3,2,3,27/10/2010,4,02:36,147,E08000021,3,189,6,30,6,2,3,189,0,0,4,2,2,0,0,1,1,E01008440,1,9,0,9,0,5,0,0,0,0,1,1,15,1,4,1399,2,5,7,1,,,,,,,,,,,,,,
2010100680910,424220,563820,-1.623203,54.968440,10,3,2,3,27/10/2010,4,02:36,147,E08000021,3,189,6,30,6,2,3,189,0,0,4,2,2,0,0,1,1,E01008440,2,9,0,18,0,8,0,0,0,0,1,1,2,1,5,1598,1,6,1,1,SEAT                ,LEON S 16V                 ,1,1,1,5,3,0,0,0,0,-1,9,1
2010100680910,424220,563820,-1.623203,54.968440,10,3,2,3,27/10/2010,4,02:36,147,E08000021,3,189,6,30,6,2,3,189,0,0,4,2,2,0,0,1,1,E01008440,2,9,0,18,0,8,0,0,0,0,1,1,2,1,5,1598,1,6,1,1,SEAT                ,LEON S 16V                 ,2,2,1,6,3,0,0,1,0,-1,9,1
2010100680910,424220,563820,-1.623203,54.968440,10,3,2,3,27/10/2010,4,02:36,147,E08000021,3,189,6,30,6,2,3,189,0,0,4,2,2,0,0,1,1,E01008440,2,9,0,18,0,8,0,0,0,0,1,1,2,1,5,1598,1,6,1,1,SEAT                ,LEON S 16V                 ,3,2,1,6,3,0,0,2,0,-1,9,1
201001TB00750,528560,173410,-0.151466,51.445041,1,3,3,2,27/10/2010,4,03:15,10,E09000032,3,24,6,30,3,2,4,242,0,5,4,1,1,0,0,1,1,E01004474,1,9,0,4,0,1,0,0,0,0,2,1,1,2,6,-1,-1,-1,-1,-1,,,1,1,2,6,3,0,0,0,0,-1,9,-1
201001TB00750,528560,173410,-0.151466,51.445041,1,3,3,2,27/10/2010,4,03:15,10,E09000032,3,24,6,30,3,2,4,242,0,5,4,1,1,0,0,1,1,E01004474,2,9,0,4,0,1,0,0,0,0,2,1,15,1,4,1199,1,6,10,1,,,2,1,1,4,3,0,0,0,0,-1,9,1
201001TB00750,528560,173410,-0.151466,51.445041,1,3,3,2,27/10/2010,4,03:15,10,E09000032,3,24,6,30,3,2,4,242,0,5,4,1,1,0,0,1,1,E01004474,3,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1868,2,10,3,1,CITROEN             ,BERLINGO MULTISPACE FORTE D,,,,,,,,,,,,
201014K348310,434700,387410,-1.479793,53.382392,14,1,1,1,27/10/2010,4,03:45,215,E08000019,4,6539,6,30,3,4,5,751,0,0,4,1,1,0,0,1,1,E01008070,1,9,0,18,0,1,0,0,0,0,1,1,1,1,7,1560,2,2,-1,-1,,,1,3,1,4,1,5,9,0,0,-1,0,-1
