Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2009609180324,333370,350270,-2.995351,53.045510,60,3,1,1,20/09/2009,1,00:01,725,W06000006,6,0,6,30,3,4,6,0,0,0,4,8,2,0,0,1,1,W01000350,1,9,0,18,0,2,0,0,0,0,1,1,15,2,4,-1,-1,-1,-1,1,,,1,3,1,4,3,5,1,0,0,-1,0,2
200901GD10598,533840,185190,-0.071069,51.549681,1,3,3,1,20/09/2009,1,00:05,4,E09000012,5,0,6,30,6,4,5,0,0,0,4,1,1,0,0,1,1,E01001748,1,9,0,18,0,8,0,7,7,2,4,1,15,1,7,1997,1,5,2,1,HONDA               ,ACCORD VTEC EXECUTIVE A    ,1,1,1,7,3,0,0,0,0,-1,9,1
200901GD10598,533840,185190,-0.071069,51.549681,1,3,3,1,20/09/2009,1,00:05,4,E09000012,5,0,6,30,6,4,5,0,0,0,4,1,1,0,0,1,1,E01001748,2,9,0,18,0,8,0,0,0,0,1,1,15,3,-1,1997,2,-1,-1,-1,PEUGEOT             ,308 CC SE HDI              ,,,,,,,,,,,,
200901GD10598,533840,185190,-0.071069,51.549681,1,3,3,1,20/09/2009,1,00:05,4,E09000012,5,0,6,30,6,4,5,0,0,0,4,1,1,0,0,1,1,E01001748,3,9,0,2,0,2,0,0,0,0,1,1,15,1,-1,-1,-1,-1,1,1,,,,,,,,,,,,,,
200904FG09078,387760,437510,-2.187473,53.833699,4,2,2,3,20/09/2009,1,00:10,77,E10000017,5,0,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01025216,1,9,0,17,0,8,1,0,8,10,1,1,15,1,6,1598,1,10,3,1,VAUXHALL            ,ASTRA CLUB 16V             ,1,1,1,6,2,0,0,0,0,-1,9,1
200904FG09078,387760,437510,-2.187473,53.833699,4,2,2,3,20/09/2009,1,00:10,77,E10000017,5,0,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01025216,1,9,0,17,0,8,1,0,8,10,1,1,15,1,6,1598,1,10,3,1,VAUXHALL            ,ASTRA CLUB 16V             ,2,2,2,6,2,0,0,1,0,-1,9,1
200904FG09078,387760,437510,-2.187473,53.833699,4,2,2,3,20/09/2009,1,00:10,77,E10000017,5,0,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01025216,1,9,0,17,0,8,1,0,8,10,1,1,15,1,6,1598,1,10,3,1,VAUXHALL            ,ASTRA CLUB 16V             ,3,2,2,4,3,0,0,2,0,-1,9,1
200904FG09078,387760,437510,-2.187473,53.833699,4,2,2,3,20/09/2009,1,00:10,77,E10000017,5,0,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01025216,2,9,0,16,0,8,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
200997AB04609,258670,665130,-4.259596,55.858623,97,3,1,1,20/09/2009,1,00:10,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,1,9,0,18,0,0,0,0,0,0,4,1,15,3,6,-1,-1,-1,-1,-1,,,1,3,2,6,3,5,1,0,0,-1,0,1
2009360053487,634550,323980,1.475028,52.762429,36,3,2,2,20/09/2009,1,00:15,405,E10000020,3,149,6,50,3,4,3,1151,0,0,6,1,1,0,0,2,1,E01026767,1,9,0,9,0,5,0,0,0,0,4,1,15,1,5,1796,1,9,5,3,FORD                ,MONDEO VERONA              ,1,1,1,5,3,0,0,0,0,-1,9,1
2009360053487,634550,323980,1.475028,52.762429,36,3,2,2,20/09/2009,1,00:15,405,E10000020,3,149,6,50,3,4,3,1151,0,0,6,1,1,0,0,2,1,E01026767,1,9,0,9,0,5,0,0,0,0,4,1,15,1,5,1796,1,9,5,3,FORD                ,MONDEO VERONA              ,2,2,2,5,3,0,0,1,0,-1,9,1
2009360053487,634550,323980,1.475028,52.762429,36,3,2,2,20/09/2009,1,00:15,405,E10000020,3,149,6,50,3,4,3,1151,0,0,6,1,1,0,0,2,1,E01026767,2,1,0,18,0,8,0,0,0,0,1,1,15,1,4,-1,-1,-1,3,2,,,,,,,,,,,,,,
200920G051302,393730,298910,-2.093992,52.587929,20,3,1,1,20/09/2009,1,00:20,309,E08000031,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010447,1,9,0,18,0,0,2,10,1,3,1,1,15,1,5,2295,1,9,5,1,MERCEDES            ,CLK230 AVANTGARDE KOMP A   ,1,1,1,5,3,0,0,0,0,-1,9,1
200932D269609,507600,352740,-0.395820,53.061063,32,3,1,2,20/09/2009,1,00:21,353,E10000019,4,1188,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01026180,1,9,0,18,0,0,2,0,7,9,1,1,15,2,4,-1,-1,-1,6,3,,,1,1,2,4,3,0,0,0,0,-1,9,3
200932D269609,507600,352740,-0.395820,53.061063,32,3,1,2,20/09/2009,1,00:21,353,E10000019,4,1188,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01026180,1,9,0,18,0,0,2,0,7,9,1,1,15,2,4,-1,-1,-1,6,3,,,2,2,2,4,3,0,0,1,0,-1,9,3
2009920903902,371250,800000,-2.476027,57.090155,92,2,1,1,20/09/2009,1,00:29,911,S12000034,4,977,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,1,9,0,17,0,0,2,0,8,0,1,1,15,1,7,1997,2,10,-1,2,PEUGEOT             ,406 LX HDI(90)             ,1,1,1,7,2,0,0,0,0,-1,9,2
200901XD80734,518540,182580,-0.292503,51.529643,1,3,2,1,20/09/2009,1,00:30,27,E09000009,3,406,6,30,6,2,3,40,0,0,4,1,1,0,0,1,1,E01001278,1,9,0,3,0,8,0,0,0,0,2,1,15,1,5,1995,2,5,3,1,BMW                 ,118D SE                    ,1,1,1,5,3,0,0,0,0,-1,9,1
200901XD80734,518540,182580,-0.292503,51.529643,1,3,2,1,20/09/2009,1,00:30,27,E09000009,3,406,6,30,6,2,3,40,0,0,4,1,1,0,0,1,1,E01001278,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,1896,2,5,8,1,FORD                ,GALAXY ZETEC TDI AUTO      ,,,,,,,,,,,,
2009330905564,475130,319620,-0.887877,52.768933,33,2,1,1,20/09/2009,1,00:30,365,E10000018,5,7309,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01025901,1,9,0,18,0,0,0,0,0,0,1,1,15,2,7,1796,1,7,10,1,LAND ROVER          ,FREELANDER GS              ,1,3,1,6,2,5,3,0,0,-1,0,1
200901SX20923,522120,193250,-0.237212,51.624775,1,3,1,2,20/09/2009,1,00:35,30,E09000003,4,552,6,30,3,4,4,552,0,0,4,1,2,0,0,1,1,E01000261,1,9,0,17,0,8,2,0,0,0,1,1,15,2,4,1360,1,3,10,2,PEUGEOT             ,207 SPORT 87               ,1,1,2,4,3,0,0,0,0,-1,9,2
200901SX20923,522120,193250,-0.237212,51.624775,1,3,1,2,20/09/2009,1,00:35,30,E09000003,4,552,6,30,3,4,4,552,0,0,4,1,2,0,0,1,1,E01000261,1,9,0,17,0,8,2,0,0,0,1,1,15,2,4,1360,1,3,10,2,PEUGEOT             ,207 SPORT 87               ,2,2,2,4,3,0,0,1,0,-1,9,-1
2009070300036,361430,386110,-2.581166,53.370425,7,3,1,1,20/09/2009,1,00:45,128,E06000007,3,49,6,30,6,2,3,56,0,4,4,1,1,0,0,1,1,E01012557,1,9,0,5,0,8,0,0,0,0,4,1,15,1,9,4172,1,6,10,1,AUDI                ,                           ,1,3,1,5,3,1,1,0,0,-1,0,-1
2009130763109,449320,417170,-1.255339,53.648710,13,3,4,10,20/09/2009,1,00:55,206,E08000036,3,1,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01011856,1,9,0,17,0,0,1,12,0,0,1,1,1,1,8,1560,2,4,2,1,FORD                ,FOCUS STUDIO TDCI          ,1,1,1,8,3,0,0,0,0,-1,9,1
2009130763109,449320,417170,-1.255339,53.648710,13,3,4,10,20/09/2009,1,00:55,206,E08000036,3,1,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01011856,2,9,0,17,0,0,1,12,1,7,1,1,15,1,7,1560,2,2,1,2,PEUGEOT             ,308 SPORT HDI 110          ,2,1,1,7,3,0,0,0,0,-1,9,2
