Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2010521008489,362370,177110,-2.543426,51.491625,52,2,1,1,18/10/2010,2,00:27,601,E06000023,1,32,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,2,E01014587,1,9,0,18,0,0,2,0,1,4,1,1,15,1,4,1560,2,3,4,3,CITROEN             ,C4 LX HDI                  ,1,1,1,4,2,0,0,0,0,-1,9,3
201097QA02610,262350,653340,-4.194883,55.753831,97,3,3,1,18/10/2010,2,00:30,938,S12000029,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,1,9,0,18,6,0,0,0,1,0,1,1,1,1,8,1986,2,1,-1,1,VOLKSWAGEN          ,PASSAT HIGHLINE TDI 110    ,1,1,1,8,3,0,0,0,0,-1,9,1
201097QA02610,262350,653340,-4.194883,55.753831,97,3,3,1,18/10/2010,2,00:30,938,S12000029,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,2,9,0,2,6,0,0,0,0,0,1,1,15,1,8,1769,1,9,-1,-1,,,,,,,,,,,,,,
201097QA02610,262350,653340,-4.194883,55.753831,97,3,3,1,18/10/2010,2,00:30,938,S12000029,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,3,9,0,2,6,0,0,0,0,0,2,1,15,1,9,-1,-1,-1,-1,1,VAUXHALL            ,COMBO 2000 CDTI 16V        ,,,,,,,,,,,,
201001BS70591,525250,178440,-0.197289,51.490988,1,3,2,1,18/10/2010,2,00:45,12,E09000020,3,3220,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01002847,1,3,0,18,0,8,0,0,0,0,1,1,15,1,6,125,1,2,5,1,HONDA               ,SH 125-8                   ,1,1,1,6,3,0,0,0,0,-1,3,1
201001BS70591,525250,178440,-0.197289,51.490988,1,3,2,1,18/10/2010,2,00:45,12,E09000020,3,3220,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01002847,2,9,0,9,0,8,0,0,0,0,3,1,15,1,-1,1198,1,2,-1,-1,VOLKSWAGEN          ,POLO MATCH 60              ,,,,,,,,,,,,
2010950007592,304430,656540,-3.525825,55.792717,95,3,1,1,18/10/2010,2,01:00,940,S12000040,3,70,6,50,0,-1,-1,0,0,0,6,8,2,0,0,2,1,,1,9,0,17,0,0,5,0,1,0,4,1,15,1,6,-1,-1,-1,-1,-1,,,1,1,1,6,3,0,0,0,0,-1,9,-1
201001CW12232,528400,184300,-0.149808,51.542946,1,3,1,1,18/10/2010,2,01:05,2,E09000007,3,502,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000858,1,9,0,18,0,0,0,0,0,0,1,1,15,2,6,1587,1,5,2,1,CITROEN             ,                           ,1,3,1,6,3,5,2,0,0,-1,0,1
201054DN32110,416580,188650,-1.762047,51.596406,54,3,1,1,18/10/2010,2,01:08,633,E06000030,3,419,3,70,0,0,-1,0,0,0,6,1,1,0,7,1,1,E01015557,1,9,0,18,0,0,2,12,5,6,1,1,15,1,6,1587,1,9,4,1,CITROEN             ,SAXO VTR                   ,1,1,1,6,3,0,0,0,0,-1,9,1
201020T041320,409360,284650,-1.863682,52.459689,20,3,2,1,18/10/2010,2,01:41,300,E08000025,6,0,6,30,2,4,4,4126,0,0,4,1,1,0,0,1,1,E01009372,1,9,0,18,0,2,0,4,0,0,3,1,1,1,4,1598,1,11,1,1,RENAULT             ,MEGANE CLASSIC RT ALIZE    ,1,1,1,4,3,0,0,0,0,-1,9,1
201020T041320,409360,284650,-1.863682,52.459689,20,3,2,1,18/10/2010,2,01:41,300,E08000025,6,0,6,30,2,4,4,4126,0,0,4,1,1,0,0,1,1,E01009372,2,9,0,2,0,1,0,0,0,0,3,1,15,1,-1,2351,1,9,-1,-1,HYUNDAI             ,SANTA FE                   ,,,,,,,,,,,,
2010352486110,547960,256740,0.163068,52.189017,35,3,1,1,18/10/2010,2,01:43,390,E10000003,6,0,6,30,3,4,6,0,0,0,4,9,1,0,0,1,1,E01017961,1,9,0,18,0,1,0,0,0,0,0,1,15,1,5,-1,-1,-1,6,1,,,1,1,1,5,3,0,0,0,0,-1,9,1
201001TA00290,538560,180680,-0.004810,51.508015,1,1,1,2,18/10/2010,2,02:09,5,E09000030,3,1261,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004220,1,5,0,11,0,0,1,10,0,0,1,1,15,1,4,-1,-1,-1,1,1,,,1,1,1,4,1,0,0,0,0,-1,5,1
201001TA00290,538560,180680,-0.004810,51.508015,1,1,1,2,18/10/2010,2,02:09,5,E09000030,3,1261,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004220,1,5,0,11,0,0,1,10,0,0,1,1,15,1,4,-1,-1,-1,1,1,,,2,2,1,4,2,0,0,0,0,-1,5,1
2010950007593,322610,673210,-3.240719,55.945719,95,3,2,4,18/10/2010,2,03:14,923,S12000036,3,8,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,1,9,0,7,0,8,0,0,0,0,3,1,15,1,4,1399,1,-1,-1,1,KIA                 ,RIO 1                      ,1,1,1,4,3,0,0,0,0,-1,9,1
2010950007593,322610,673210,-3.240719,55.945719,95,3,2,4,18/10/2010,2,03:14,923,S12000036,3,8,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,1,9,0,7,0,8,0,0,0,0,3,1,15,1,4,1399,1,-1,-1,1,KIA                 ,RIO 1                      ,3,2,1,4,3,0,0,1,0,-1,9,1
2010950007593,322610,673210,-3.240719,55.945719,95,3,2,4,18/10/2010,2,03:14,923,S12000036,3,8,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,2,9,0,18,0,1,0,0,0,0,1,1,1,1,-1,1753,2,1,-1,2,FORD                ,FOCUS STYLE TD 115         ,2,1,1,-1,3,0,0,0,0,-1,9,2
2010950007593,322610,673210,-3.240719,55.945719,95,3,2,4,18/10/2010,2,03:14,923,S12000036,3,8,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,2,9,0,18,0,1,0,0,0,0,1,1,1,1,-1,1753,2,1,-1,2,FORD                ,FOCUS STYLE TD 115         ,4,2,-1,-1,3,0,0,1,0,-1,9,-1
201060L193861,331440,348530,-3.023764,53.029626,60,3,1,1,18/10/2010,2,03:47,725,W06000006,3,5152,6,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,W01000367,1,9,0,18,0,0,1,10,1,2,2,1,2,1,5,2497,1,6,-1,1,MG                  ,ZS                         ,1,1,1,5,3,0,0,0,0,-1,9,1
2010231096400,448510,271540,-1.289411,52.339768,23,3,2,1,18/10/2010,2,05:38,292,E10000031,3,426,6,30,3,4,6,2157,0,0,4,1,2,0,0,2,2,E01031148,1,9,0,9,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
2010231096400,448510,271540,-1.289411,52.339768,23,3,2,1,18/10/2010,2,05:38,292,E10000031,3,426,6,30,3,4,6,2157,0,0,4,1,2,0,0,2,2,E01031148,2,1,0,18,0,8,0,0,0,0,1,1,2,1,4,-1,-1,-1,9,2,,,1,1,1,4,3,0,0,0,0,-1,1,2
2010170M12580,450160,519670,-1.225655,54.569784,17,3,2,1,18/10/2010,2,05:40,243,E06000002,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01012094,1,9,0,9,0,8,0,0,0,0,1,1,2,1,6,1700,2,11,3,1,,,,,,,,,,,,,,
2010170M12580,450160,519670,-1.225655,54.569784,17,3,2,1,18/10/2010,2,05:40,243,E06000002,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01012094,2,1,0,18,0,8,0,0,0,0,4,1,2,1,7,-1,-1,-1,1,1,,,1,1,1,7,3,0,0,0,0,-1,1,1
201001PY20615,535050,170540,-0.059227,51.417741,1,3,1,1,18/10/2010,2,05:50,19,E09000006,3,234,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01000806,1,9,0,1,0,8,0,0,0,0,2,1,15,1,8,1596,1,11,6,1,,,1,3,1,8,3,5,1,0,0,-1,0,1
2010100674810,425170,558550,-1.608824,54.921036,10,3,1,1,18/10/2010,2,05:57,146,E08000020,3,1,3,70,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01008226,1,9,0,18,0,0,0,0,5,6,1,1,2,1,5,1998,1,12,4,1,,,1,1,1,5,3,0,0,0,0,-1,9,1
201045WO55360,506320,161270,-0.474991,51.340528,45,3,1,1,18/10/2010,2,06:02,518,E10000030,3,245,1,40,1,4,6,0,0,8,4,1,1,0,0,1,1,E01030950,1,9,0,18,0,3,1,0,0,0,1,1,1,1,5,-1,-1,-1,6,1,,,1,3,2,8,3,8,1,0,0,-1,0,1
201037G030237,627670,239470,1.315864,52.006896,37,3,2,1,18/10/2010,2,06:15,415,E10000029,5,355,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01030217,1,9,0,6,0,0,0,0,0,0,1,1,1,2,9,1905,2,16,7,3,PEUGEOT             ,405 GTX TURBO DIESEL       ,,,,,,,,,,,,
201037G030237,627670,239470,1.315864,52.006896,37,3,2,1,18/10/2010,2,06:15,415,E10000029,5,355,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01030217,2,9,0,17,0,0,0,0,1,3,3,1,15,1,7,2497,2,4,5,1,KIA                 ,SORENTO XT AUTO            ,1,1,1,7,3,0,0,0,0,-1,9,1
2010950007639,304840,670240,-3.524098,55.915850,95,3,2,1,18/10/2010,2,06:25,940,S12000040,3,899,7,50,5,4,1,8,0,0,4,8,2,0,0,2,2,,1,9,0,4,0,1,0,0,0,0,1,1,15,1,7,-1,-1,-1,-1,1,,,,,,,,,,,,,,
2010950007639,304840,670240,-3.524098,55.915850,95,3,2,1,18/10/2010,2,06:25,940,S12000040,3,899,7,50,5,4,1,8,0,0,4,8,2,0,0,2,2,,2,9,0,4,0,1,0,0,0,0,2,1,15,2,8,1389,1,6,-1,1,,,1,2,2,7,3,0,0,1,0,-1,9,1
201043P174100,454770,221350,-1.205598,51.887981,43,3,2,1,18/10/2010,2,06:30,481,E10000025,1,40,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01028424,1,9,0,18,0,0,1,0,4,0,4,1,15,2,5,1299,1,8,2,1,FORD                ,KA                         ,1,1,2,5,3,0,0,0,0,-1,9,1
201043P174100,454770,221350,-1.205598,51.887981,43,3,2,1,18/10/2010,2,06:30,481,E10000025,1,40,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01028424,2,21,1,18,0,0,0,0,0,0,3,1,1,1,7,12600,2,9,6,1,DAF TRUCKS          ,FTP 85CF.430               ,,,,,,,,,,,,
201097NC02910,268200,676940,-4.113217,55.967364,97,3,1,1,18/10/2010,2,06:30,932,S12000044,3,803,6,60,0,-1,-1,0,0,0,6,2,2,0,2,2,1,,1,9,0,17,0,0,2,0,2,1,1,1,15,1,6,-1,-1,-1,-1,-1,RENAULT             ,KANGOO SL17 DCI 70+        ,1,1,1,6,3,0,0,0,0,-1,9,2
201001TW60337,513170,169560,-0.374050,51.413719,1,3,2,1,18/10/2010,2,06:40,24,E09000027,3,308,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01003826,1,9,0,18,0,0,0,0,0,0,3,1,15,1,7,-1,-1,-1,8,1,FORD                ,FIESTA TDCI                ,,,,,,,,,,,,
201001TW60337,513170,169560,-0.374050,51.413719,1,3,2,1,18/10/2010,2,06:40,24,E09000027,3,308,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01003826,2,9,0,18,0,0,0,0,0,0,3,1,15,2,5,1390,1,10,4,1,VOLKSWAGEN          ,POLO S                     ,1,1,2,5,3,0,0,0,0,-1,9,1
201001WW50822,528460,173220,-0.152973,51.443357,1,3,2,1,18/10/2010,2,06:40,10,E09000032,3,24,6,30,6,2,5,0,0,5,4,2,2,0,0,1,2,E01004545,1,9,0,5,0,8,0,0,0,0,2,1,2,1,5,1895,1,10,3,1,,,1,1,1,5,3,0,0,0,0,-1,9,1
201001WW50822,528460,173220,-0.152973,51.443357,1,3,2,1,18/10/2010,2,06:40,10,E09000032,3,24,6,30,6,2,5,0,0,5,4,2,2,0,0,1,2,E01004545,2,9,0,5,0,8,0,0,0,0,1,1,15,1,-1,3199,1,8,-1,-1,MERCEDES            ,ML 320 AUTO                ,,,,,,,,,,,,
20104100B0598,523840,209830,-0.206494,51.773403,41,3,2,1,18/10/2010,2,06:40,438,E10000015,3,1000,6,40,0,0,-1,0,0,0,1,1,1,0,0,2,2,E01023926,1,1,0,12,0,0,0,0,0,0,3,1,1,1,6,-1,-1,-1,7,1,,,1,1,1,6,3,0,0,0,0,-1,1,1
20104100B0598,523840,209830,-0.206494,51.773403,41,3,2,1,18/10/2010,2,06:40,438,E10000015,3,1000,6,40,0,0,-1,0,0,0,1,1,1,0,0,2,2,E01023926,2,2,0,18,0,0,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
2010440441716,404020,120360,-1.944125,50.982572,44,3,3,2,18/10/2010,2,06:40,496,E10000014,3,354,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01023011,1,9,0,13,0,0,1,0,0,0,4,1,1,1,6,1396,1,12,5,3,,,1,1,1,6,3,0,0,0,0,-1,9,3
2010440441716,404020,120360,-1.944125,50.982572,44,3,3,2,18/10/2010,2,06:40,496,E10000014,3,354,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01023011,2,9,0,18,0,0,1,0,0,0,3,1,1,1,8,2179,2,8,4,2,CITROEN             ,C5 HDI EXCLUSIVE SE AUTO   ,,,,,,,,,,,,
2010440441716,404020,120360,-1.944125,50.982572,44,3,3,2,18/10/2010,2,06:40,496,E10000014,3,354,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01023011,3,9,0,18,0,0,1,0,1,0,1,1,1,1,8,1753,2,3,9,3,,,2,1,1,8,3,0,0,0,0,-1,9,3
201030M010114,446760,332390,-1.306506,52.886918,30,3,2,1,18/10/2010,2,06:42,324,E10000007,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019699,1,9,0,18,0,0,0,0,0,0,1,1,2,1,8,2179,2,3,4,1,LAND ROVER          ,FREELANDER GS TD4          ,,,,,,,,,,,,
