Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2009960902234,257180,726780,-4.316434,56.411642,96,3,1,1,29/09/2009,3,,939,S12000030,3,85,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,1,9,0,18,0,0,2,0,7,0,4,1,15,2,6,-1,-1,-1,8,2,,,1,1,2,6,3,0,0,0,0,-1,9,2
2009219007384,384740,348960,-2.229041,53.037677,21,3,1,1,29/09/2009,3,00:01,253,E10000028,6,94,6,30,2,4,6,94,0,0,1,9,1,0,0,1,1,E01029583,1,9,0,18,0,1,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,,,1,3,1,7,3,9,9,0,0,-1,0,1
200901LX50870,531060,175560,-0.114717,51.463791,1,3,2,1,29/09/2009,3,00:22,9,E09000022,6,0,6,30,3,4,3,23,0,0,4,1,1,0,0,1,1,E01003053,1,1,0,9,0,8,0,0,0,0,3,1,15,1,8,-1,-1,-1,2,1,,,1,1,1,8,3,0,0,0,0,-1,1,1
200901LX50870,531060,175560,-0.114717,51.463791,1,3,2,1,29/09/2009,3,00:22,9,E09000022,6,0,6,30,3,4,3,23,0,0,4,1,1,0,0,1,1,E01003053,2,5,0,14,0,1,0,0,0,0,1,1,15,1,-1,599,1,5,-1,-1,HONDA               ,CBF 600 SA-4               ,,,,,,,,,,,,
2009030002516,352900,534770,-2.732477,54.705750,3,2,1,2,29/09/2009,3,00:48,64,E10000006,5,0,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01019322,1,9,0,18,0,0,1,0,7,4,3,1,15,1,6,1984,1,8,4,1,,,1,1,1,6,2,0,0,0,0,-1,9,1
2009030002516,352900,534770,-2.732477,54.705750,3,2,1,2,29/09/2009,3,00:48,64,E10000006,5,0,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01019322,1,9,0,18,0,0,1,0,7,4,3,1,15,1,6,1984,1,8,4,1,,,2,2,1,3,2,0,0,1,0,-1,9,1
2009520909600,283030,147140,-3.676019,51.211396,52,3,1,1,29/09/2009,3,00:50,609,E10000027,3,39,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01029336,1,9,0,18,0,0,2,0,0,0,1,1,15,1,5,1229,1,4,1,1,VAUXHALL            ,CORSA LIFE TWINPORT        ,1,1,1,5,3,0,0,0,0,-1,9,1
200997LA04909,232580,684150,-4.687766,56.020976,97,3,1,1,29/09/2009,3,01:00,913,S12000035,3,818,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,1,9,0,18,0,0,2,0,1,0,0,1,15,1,4,1248,2,4,-1,1,VAUXHALL            ,CORSA DESIGN CDTI          ,1,1,1,4,3,0,0,0,0,-1,9,1
200997LA05009,238850,677300,-4.583178,55.961642,97,3,1,1,29/09/2009,3,01:00,916,S12000039,3,82,3,70,0,-1,-1,0,0,0,4,2,2,0,0,2,1,,1,9,0,16,0,0,1,10,5,6,3,1,15,1,4,1389,1,9,-1,1,,,1,2,2,4,3,0,0,1,0,-1,9,1
200905FF01891,338280,388840,-2.929597,53.392761,5,3,2,1,29/09/2009,3,01:11,91,E08000012,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01006557,1,19,0,18,0,8,0,0,0,0,1,1,15,1,-1,1686,2,6,-1,-1,,,,,,,,,,,,,,
