Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200942I071103,547250,199850,0.128357,51.678068,42,3,1,1,04/03/2009,4,00:10,456,E10000012,1,25,3,70,5,4,1,11,0,0,4,5,2,0,0,2,1,E01021800,1,9,0,18,0,8,1,0,1,10,1,1,15,1,5,1796,1,4,3,1,VAUXHALL            ,ASTRA CLUB AUTO            ,1,1,1,5,3,0,0,0,0,-1,9,1
2009470901617,532590,103720,-0.119134,50.817788,47,3,2,1,04/03/2009,4,00:10,565,E06000043,4,2066,6,30,6,4,6,0,0,1,4,5,2,0,0,1,1,E01016861,1,9,0,18,0,6,0,0,0,0,3,1,15,1,5,1973,1,11,9,1,HONDA               ,CR-V ES                    ,,,,,,,,,,,,
2009470901617,532590,103720,-0.119134,50.817788,47,3,2,1,04/03/2009,4,00:10,565,E06000043,4,2066,6,30,6,4,6,0,0,1,4,5,2,0,0,1,1,E01016861,2,1,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,4,1,,,1,1,1,7,3,0,0,0,0,-1,1,1
200963CP07309,211420,209600,-4.733593,51.753223,63,3,1,1,04/03/2009,4,00:25,752,W06000009,3,478,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,W01000576,1,9,0,18,0,0,2,0,1,9,3,1,15,1,4,1799,1,11,-1,3,VAUXHALL            ,VECTRA ARCTIC 16V          ,1,1,1,4,3,0,0,0,0,-1,9,3
200991NM02356,265380,786630,-4.214968,56.951340,91,3,1,1,04/03/2009,4,00:55,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,6,3,3,0,0,2,1,,1,21,1,18,0,0,0,0,7,10,1,1,1,1,8,11967,2,2,-1,1,MERCEDES            ,                           ,1,1,1,8,3,0,0,0,0,-1,21,1
2009030000534,338760,557410,-2.956685,54.907655,3,3,1,1,04/03/2009,4,01:00,62,E10000006,6,0,6,30,0,-1,-1,0,0,0,6,9,2,0,0,1,2,E01019188,1,8,0,1,0,0,0,0,0,0,0,1,1,1,7,1997,2,3,4,1,PEUGEOT             ,EXPERT E7 TAXI             ,1,3,1,4,3,9,6,0,0,-1,0,1
2009470901618,531190,121560,-0.132593,50.978449,47,2,1,1,04/03/2009,4,01:03,563,E10000032,3,273,6,60,0,0,-1,0,0,0,6,2,2,0,0,2,1,E01031728,1,9,0,16,0,0,1,0,1,4,4,1,15,1,5,1781,1,12,9,1,,,1,1,1,5,2,0,0,0,0,-1,9,1
2009030000507,357710,489500,-2.651333,54.299360,3,3,1,1,04/03/2009,4,02:00,65,E10000006,1,6,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01019394,1,9,0,18,0,0,2,0,1,10,1,1,15,1,6,1396,1,12,1,1,,,1,1,1,6,3,0,0,0,0,-1,9,1
200945WA35899,486070,146070,-0.769292,51.207305,45,3,1,1,04/03/2009,4,03:16,517,E10000030,4,3001,6,40,9,4,6,5300,0,0,6,2,2,0,0,2,1,E01030883,1,9,0,16,0,1,1,0,0,0,1,1,15,1,5,1896,2,2,7,1,VOLKSWAGEN          ,GOLF MATCH TDI 105         ,1,2,1,5,3,0,0,1,0,-1,9,1
200914C033209,443120,390060,-1.352854,53.405592,14,3,2,1,04/03/2009,4,04:03,213,E08000018,3,630,3,50,0,0,-1,0,0,0,4,1,2,0,0,1,2,E01007678,1,9,0,4,0,0,0,0,0,0,1,1,15,1,5,-1,-1,-1,3,1,,,1,3,1,4,3,9,5,0,0,-1,0,3
200914C033209,443120,390060,-1.352854,53.405592,14,3,2,1,04/03/2009,4,04:03,213,E08000018,3,630,3,50,0,0,-1,0,0,0,4,1,2,0,0,1,2,E01007678,2,9,0,2,0,0,0,0,0,0,2,1,15,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
200997GA70403,253270,665090,-4.345770,55.856650,97,3,1,1,04/03/2009,4,04:05,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,1,9,0,18,0,0,0,0,1,4,1,1,15,2,7,1242,1,8,-1,1,,,1,1,2,7,3,0,0,0,0,-1,9,1
2009230990259,431040,264860,-1.546437,52.280978,23,2,1,2,04/03/2009,4,04:20,294,E10000031,6,4602,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01031315,1,9,0,18,0,0,1,0,1,2,3,1,15,1,5,1997,2,9,8,3,CITROEN             ,XANTIA SX HDI              ,1,1,1,5,2,0,0,0,0,-1,9,3
2009230990259,431040,264860,-1.546437,52.280978,23,2,1,2,04/03/2009,4,04:20,294,E10000031,6,4602,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01031315,1,9,0,18,0,0,1,0,1,2,3,1,15,1,5,1997,2,9,8,3,CITROEN             ,XANTIA SX HDI              ,2,2,2,4,3,0,0,1,0,-1,9,-1
200901RY10072,549670,175730,0.153066,51.460706,1,3,2,1,04/03/2009,4,05:42,18,E09000004,3,220,1,30,2,4,5,0,0,0,4,1,2,0,0,1,1,E01000327,1,9,0,9,0,8,0,0,0,0,3,1,15,1,6,1124,1,8,6,1,CITROEN             ,SAXO FORTE                 ,1,1,1,6,3,0,0,0,0,-1,9,1
200901RY10072,549670,175730,0.153066,51.460706,1,3,2,1,04/03/2009,4,05:42,18,E09000004,3,220,1,30,2,4,5,0,0,0,4,1,2,0,0,1,1,E01000327,2,9,0,18,0,8,0,0,0,0,1,1,15,1,8,4235,1,-1,4,1,JAGUAR              ,420 G                      ,,,,,,,,,,,,
2009470901622,516810,103220,-0.343200,50.816689,47,3,2,1,04/03/2009,4,06:00,564,E10000032,6,0,6,30,3,4,5,0,0,0,1,1,2,0,0,1,2,E01031832,1,9,0,9,0,2,0,0,0,0,1,1,1,1,9,-1,-1,-1,6,1,FORD                ,TRANSIT CONNECT L220 D     ,,,,,,,,,,,,
2009470901622,516810,103220,-0.343200,50.816689,47,3,2,1,04/03/2009,4,06:00,564,E10000032,6,0,6,30,3,4,5,0,0,0,1,1,2,0,0,1,2,E01031832,2,1,0,18,0,8,0,0,0,0,1,1,2,1,8,-1,-1,-1,5,1,,,1,1,1,8,3,0,0,0,0,-1,1,1
200904TA09041,358470,425210,-2.630855,53.721631,4,3,1,1,04/03/2009,4,06:03,83,E10000017,1,61,3,70,5,4,1,61,0,0,4,3,3,0,0,2,1,E01025400,1,9,0,18,0,2,1,0,1,7,2,1,15,2,6,1796,1,6,6,1,LOTUS               ,ELISE 111S                 ,1,1,2,6,3,0,0,0,0,-1,9,1
200920M013701,432350,281380,-1.525648,52.429418,20,3,2,1,04/03/2009,4,06:10,302,E08000026,6,0,6,30,3,4,6,0,0,0,4,8,2,0,0,1,2,E01009529,1,9,0,9,0,1,0,0,0,0,3,1,15,1,-1,1796,1,10,-1,-1,,,,,,,,,,,,,,
