Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2009440431285,467170,135950,-1.041690,51.118849,44,3,1,1,03/10/2009,7,00:01,497,E10000014,6,0,6,30,0,-1,-1,0,0,0,6,2,2,0,0,2,2,E01022594,1,9,0,18,0,0,0,0,1,10,1,1,15,1,4,1781,1,13,9,3,,,1,1,1,4,3,0,0,0,0,-1,9,3
2009330905838,456970,304380,-1.159642,52.634161,33,3,2,2,03/10/2009,7,00:02,364,E06000016,6,1458,6,30,6,4,6,1488,0,0,4,1,1,0,0,1,1,E01013786,1,19,0,18,0,8,0,0,0,0,1,1,15,3,-1,2198,2,2,-1,-1,FORD                ,TRANSIT 85 T280S FWD       ,,,,,,,,,,,,
2009330905838,456970,304380,-1.159642,52.634161,33,3,2,2,03/10/2009,7,00:02,364,E06000016,6,1458,6,30,6,4,6,1488,0,0,4,1,1,0,0,1,1,E01013786,2,9,0,18,0,6,0,0,0,0,4,1,15,1,4,1527,2,14,9,2,PEUGEOT             ,106 MARDI GRAS DIESEL      ,1,1,1,4,3,0,0,0,0,-1,9,2
2009330905838,456970,304380,-1.159642,52.634161,33,3,2,2,03/10/2009,7,00:02,364,E06000016,6,1458,6,30,6,4,6,1488,0,0,4,1,1,0,0,1,1,E01013786,2,9,0,18,0,6,0,0,0,0,4,1,15,1,4,1527,2,14,9,2,PEUGEOT             ,106 MARDI GRAS DIESEL      ,2,2,1,4,3,0,0,2,0,-1,9,1
200901WW50724,528560,175760,-0.150613,51.466161,1,3,1,1,03/10/2009,7,00:07,9,E09000022,3,3036,6,30,6,2,3,3216,0,5,4,1,1,0,0,1,1,E01004591,1,9,0,18,0,2,0,0,0,0,1,1,15,1,6,1896,2,5,-1,-1,AUDI                ,A3 SE TDI                  ,1,3,1,4,3,4,3,0,0,-1,0,1
200906B021885,385440,397250,-2.220826,53.471770,6,3,2,2,03/10/2009,7,00:15,102,E08000003,5,0,6,30,3,4,6,0,0,0,4,8,2,0,0,1,1,E01005065,1,9,0,16,0,8,1,0,0,0,1,1,15,1,6,1998,1,12,1,1,,,1,1,1,6,3,0,0,0,0,-1,9,1
200906B021885,385440,397250,-2.220826,53.471770,6,3,2,2,03/10/2009,7,00:15,102,E08000003,5,0,6,30,3,4,6,0,0,0,4,8,2,0,0,1,1,E01005065,2,9,0,17,0,8,0,0,0,0,3,1,1,1,8,-1,-1,-1,4,1,,,2,1,1,8,3,0,0,0,0,-1,9,1
200943W014109,468210,169620,-1.020417,51.421443,43,3,2,1,03/10/2009,7,00:17,471,E06000037,1,4,3,70,0,-1,-1,0,0,0,5,1,1,0,0,2,1,E01016269,1,9,0,18,0,0,1,0,1,0,1,1,1,2,4,1242,1,5,10,2,,,,,,,,,,,,,,
200943W014109,468210,169620,-1.020417,51.421443,43,3,2,1,03/10/2009,7,00:17,471,E06000037,1,4,3,70,0,-1,-1,0,0,0,5,1,1,0,0,2,1,E01016269,2,9,0,18,0,0,5,0,1,0,2,1,1,1,7,1910,2,3,4,1,VAUXHALL            ,ZAFIRA SRI CDTI 150 E4     ,1,1,1,7,3,0,0,0,0,-1,9,1
2009350323509,547980,254060,0.162192,52.164934,35,3,1,1,03/10/2009,7,00:20,395,E10000003,3,1307,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01018292,1,9,0,18,0,0,2,0,0,0,3,1,15,1,8,1229,1,3,9,2,VAUXHALL            ,CORSA SXI                  ,1,1,1,8,3,0,0,0,0,-1,9,2
2009460177764,609600,164310,1.007911,51.339162,46,3,1,1,03/10/2009,7,00:25,531,E10000016,3,2990,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01024109,1,9,0,18,0,0,1,10,1,0,3,1,15,1,4,1390,1,12,4,1,VOLKSWAGEN          ,POLO 1.4 CL                ,1,2,2,2,3,0,0,1,0,-1,9,1
200905BB01953,336100,419220,-2.968584,53.665534,5,3,2,2,03/10/2009,7,00:30,93,E08000014,6,0,6,30,6,4,6,0,0,0,4,4,2,0,0,1,1,E01007032,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1999,1,7,8,1,VOLKSWAGEN          ,PASSAT SPORT 20V           ,1,1,1,6,3,0,0,0,0,-1,9,1
200905BB01953,336100,419220,-2.968584,53.665534,5,3,2,2,03/10/2009,7,00:30,93,E08000014,6,0,6,30,6,4,6,0,0,0,4,4,2,0,0,1,1,E01007032,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1999,1,7,8,1,VOLKSWAGEN          ,PASSAT SPORT 20V           ,2,2,2,6,3,0,0,2,0,-1,9,1
200905BB01953,336100,419220,-2.968584,53.665534,5,3,2,2,03/10/2009,7,00:30,93,E08000014,6,0,6,30,6,4,6,0,0,0,4,4,2,0,0,1,1,E01007032,2,9,0,18,0,1,2,0,7,1,3,1,15,1,4,1389,1,11,3,1,VAUXHALL            ,CORSA BREEZE HI-TORQ       ,,,,,,,,,,,,
