Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2009620188761,300250,191080,-3.441949,51.609641,62,2,2,2,11/04/2009,7,00:20,744,W06000016,6,0,9,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,W01001220,1,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,1587,1,11,-1,-1,,,1,2,1,5,2,0,0,1,0,-1,9,-1
2009620188761,300250,191080,-3.441949,51.609641,62,2,2,2,11/04/2009,7,00:20,744,W06000016,6,0,9,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,W01001220,1,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,1587,1,11,-1,-1,,,2,2,1,5,3,0,0,2,0,-1,9,-1
2009620188761,300250,191080,-3.441949,51.609641,62,2,2,2,11/04/2009,7,00:20,744,W06000016,6,0,9,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,W01001220,2,9,0,18,0,0,1,0,0,0,1,1,15,3,-1,1998,2,8,-1,-1,FORD                ,MONDEO GHIA TDDI           ,,,,,,,,,,,,
2009100232409,433590,568920,-1.476250,55.013727,10,3,2,1,11/04/2009,7,00:21,148,E08000022,3,1058,3,70,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01008487,1,9,0,12,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
2009100232409,433590,568920,-1.476250,55.013727,10,3,2,1,11/04/2009,7,00:21,148,E08000022,3,1058,3,70,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01008487,2,9,0,18,0,0,0,0,5,6,3,1,1,1,7,1997,2,7,-1,-1,,,1,1,1,7,3,0,0,0,0,-1,9,-1
200963CP20509,195120,215020,-4.972620,51.796164,63,3,1,2,11/04/2009,7,00:30,752,W06000009,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,1,W01000573,1,9,0,18,0,0,1,0,7,2,3,1,15,1,4,1896,2,5,-1,2,VOLKSWAGEN          ,PASSAT TRENDLINE TDI 100   ,1,2,2,4,3,0,0,2,0,-1,9,2
200963CP20509,195120,215020,-4.972620,51.796164,63,3,1,2,11/04/2009,7,00:30,752,W06000009,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,1,W01000573,1,9,0,18,0,0,1,0,7,2,3,1,15,1,4,1896,2,5,-1,2,VOLKSWAGEN          ,PASSAT TRENDLINE TDI 100   ,2,2,2,4,3,0,0,2,0,-1,9,-1
2009520903970,341620,169910,-2.841086,51.425127,52,3,1,3,11/04/2009,7,00:40,605,E06000024,6,0,6,60,0,-1,-1,0,0,0,7,9,1,0,0,2,1,E01014858,1,9,0,18,0,0,0,0,1,10,1,1,15,1,6,2598,1,14,10,2,AUDI                ,A4 QUATTRO                 ,1,2,1,6,3,0,0,2,0,-1,9,1
2009520903970,341620,169910,-2.841086,51.425127,52,3,1,3,11/04/2009,7,00:40,605,E06000024,6,0,6,60,0,-1,-1,0,0,0,7,9,1,0,0,2,1,E01014858,1,9,0,18,0,0,0,0,1,10,1,1,15,1,6,2598,1,14,10,2,AUDI                ,A4 QUATTRO                 ,2,2,2,4,3,0,0,2,0,-1,9,2
2009520903970,341620,169910,-2.841086,51.425127,52,3,1,3,11/04/2009,7,00:40,605,E06000024,6,0,6,60,0,-1,-1,0,0,0,7,9,1,0,0,2,1,E01014858,1,9,0,18,0,0,0,0,1,10,1,1,15,1,6,2598,1,14,10,2,AUDI                ,A4 QUATTRO                 ,3,2,2,4,3,0,0,2,0,-1,9,1
200945MO37537,514940,140600,-0.357920,51.153063,45,3,1,1,11/04/2009,7,00:48,512,E10000030,4,2126,6,40,3,4,3,29,0,0,6,2,2,0,0,2,1,E01030557,1,9,0,18,0,1,0,0,3,10,1,1,15,1,5,2598,1,13,7,3,AUDI                ,A4 QUATTRO                 ,1,1,1,5,3,0,0,0,0,-1,9,3
200914K100809,437440,386410,-1.438720,53.373217,14,3,2,3,11/04/2009,7,00:50,215,E08000019,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01007881,1,8,0,7,0,5,0,0,0,0,4,1,1,1,6,1560,2,4,1,1,,,1,1,1,6,3,0,0,0,0,-1,8,1
200914K100809,437440,386410,-1.438720,53.373217,14,3,2,3,11/04/2009,7,00:50,215,E08000019,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01007881,1,8,0,7,0,5,0,0,0,0,4,1,1,1,6,1560,2,4,1,1,,,2,2,1,7,3,0,0,1,0,-1,8,1
200914K100809,437440,386410,-1.438720,53.373217,14,3,2,3,11/04/2009,7,00:50,215,E08000019,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01007881,1,8,0,7,0,5,0,0,0,0,4,1,1,1,6,1560,2,4,1,1,,,3,2,2,-1,3,0,0,2,0,-1,8,1
200914K100809,437440,386410,-1.438720,53.373217,14,3,2,3,11/04/2009,7,00:50,215,E08000019,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01007881,2,9,0,18,0,1,0,0,0,0,1,1,15,3,-1,1910,2,2,-1,-1,SAAB                ,9-3 VECTOR SPORT TID       ,,,,,,,,,,,,
200945EL37553,508420,164250,-0.443947,51.366918,45,3,2,2,11/04/2009,7,00:54,510,E10000030,3,317,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01030375,1,9,0,18,0,0,5,4,0,0,1,1,15,2,5,1360,1,8,9,1,,,1,1,2,5,3,0,0,0,0,-1,9,1
200945EL37553,508420,164250,-0.443947,51.366918,45,3,2,2,11/04/2009,7,00:54,510,E10000030,3,317,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01030375,1,9,0,18,0,0,5,4,0,0,1,1,15,2,5,1360,1,8,9,1,,,2,2,2,5,3,0,0,1,0,-1,9,1
200945EL37553,508420,164250,-0.443947,51.366918,45,3,2,2,11/04/2009,7,00:54,510,E10000030,3,317,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01030375,2,9,0,2,0,0,0,0,0,0,1,1,15,1,-1,2720,2,3,10,1,,,,,,,,,,,,,,
200904FA09058,385220,433850,-2.225891,53.800737,4,2,1,5,11/04/2009,7,00:55,72,E10000017,3,6114,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,E01024893,1,9,0,17,0,1,5,0,7,1,1,1,15,2,4,1242,1,4,-1,-1,,,1,1,2,4,3,0,0,0,0,-1,9,-1
200904FA09058,385220,433850,-2.225891,53.800737,4,2,1,5,11/04/2009,7,00:55,72,E10000017,3,6114,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,E01024893,1,9,0,17,0,1,5,0,7,1,1,1,15,2,4,1242,1,4,-1,-1,,,2,2,1,4,3,0,0,2,0,-1,9,1
200904FA09058,385220,433850,-2.225891,53.800737,4,2,1,5,11/04/2009,7,00:55,72,E10000017,3,6114,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,E01024893,1,9,0,17,0,1,5,0,7,1,1,1,15,2,4,1242,1,4,-1,-1,,,3,2,1,3,3,0,0,2,0,-1,9,1
200904FA09058,385220,433850,-2.225891,53.800737,4,2,1,5,11/04/2009,7,00:55,72,E10000017,3,6114,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,E01024893,1,9,0,17,0,1,5,0,7,1,1,1,15,2,4,1242,1,4,-1,-1,,,4,2,1,4,2,0,0,2,0,-1,9,-1
200904FA09058,385220,433850,-2.225891,53.800737,4,2,1,5,11/04/2009,7,00:55,72,E10000017,3,6114,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,E01024893,1,9,0,17,0,1,5,0,7,1,1,1,15,2,4,1242,1,4,-1,-1,,,5,2,2,4,3,0,0,1,0,-1,9,1
2009100241809,427520,587730,-1.569356,55.183124,10,3,1,1,11/04/2009,7,01:00,139,E06000048,5,399,6,30,9,2,3,196,0,4,4,1,1,0,0,1,2,E01027529,1,9,0,1,0,2,0,0,0,0,2,1,1,1,7,1896,2,6,1,1,,,1,3,2,6,3,5,3,0,0,-1,0,1
200930D000270,437160,339140,-1.448403,52.948342,30,2,1,4,11/04/2009,7,01:00,323,E06000015,3,608,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013575,1,9,0,17,0,0,1,0,7,2,4,1,15,1,4,1587,1,8,4,1,CITROEN             ,SAXO VTR                   ,1,1,1,4,3,0,0,0,0,-1,9,1
200930D000270,437160,339140,-1.448403,52.948342,30,2,1,4,11/04/2009,7,01:00,323,E06000015,3,608,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013575,1,9,0,17,0,0,1,0,7,2,4,1,15,1,4,1587,1,8,4,1,CITROEN             ,SAXO VTR                   ,2,2,1,5,3,0,0,1,0,-1,9,2
200930D000270,437160,339140,-1.448403,52.948342,30,2,1,4,11/04/2009,7,01:00,323,E06000015,3,608,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013575,1,9,0,17,0,0,1,0,7,2,4,1,15,1,4,1587,1,8,4,1,CITROEN             ,SAXO VTR                   ,3,2,1,4,2,0,0,2,0,-1,9,3
200930D000270,437160,339140,-1.448403,52.948342,30,2,1,4,11/04/2009,7,01:00,323,E06000015,3,608,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013575,1,9,0,17,0,0,1,0,7,2,4,1,15,1,4,1587,1,8,4,1,CITROEN             ,SAXO VTR                   ,4,2,1,4,2,0,0,2,0,-1,9,3
2009920901560,375920,821840,-2.401088,57.286611,92,2,1,1,11/04/2009,7,01:00,911,S12000034,3,96,6,60,0,-1,-1,0,0,0,6,1,1,0,0,1,1,,1,9,0,18,0,0,0,0,0,0,3,1,15,1,5,1797,1,11,-1,3,,,1,3,1,6,2,8,9,0,0,-1,0,2
2009219003029,401290,305250,-1.982379,52.644961,21,3,1,1,11/04/2009,7,01:02,250,E10000028,6,9,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01029395,1,9,0,17,0,0,1,0,1,9,1,1,15,1,6,1390,1,7,8,1,,,1,2,2,6,3,0,0,1,0,-1,9,-1
200997QC70204,291640,626350,-3.717801,55.518872,97,3,1,1,11/04/2009,7,01:10,938,S12000029,1,74,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,1,9,0,18,0,0,0,0,5,6,3,1,15,1,7,1587,1,15,-1,1,PEUGEOT             ,306 XR                     ,1,2,2,4,3,0,0,1,0,-1,9,-1
200901ZD30591,532550,163380,-0.097829,51.353984,1,2,2,1,11/04/2009,7,01:15,20,E09000008,3,235,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01001041,1,9,0,9,0,8,0,0,0,0,3,1,15,2,8,1598,1,3,3,1,VAUXHALL            ,ASTRA SXI TWINPORT         ,,,,,,,,,,,,
200901ZD30591,532550,163380,-0.097829,51.353984,1,2,2,1,11/04/2009,7,01:15,20,E09000008,3,235,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01001041,2,3,0,14,0,1,0,0,0,0,1,1,15,1,5,124,1,5,8,1,PIAGGIO             ,                           ,1,1,1,5,2,0,0,0,0,-1,3,1
200943P080049,456090,202120,-1.189526,51.714966,43,3,1,1,11/04/2009,7,01:15,482,E10000025,6,320,1,40,1,4,6,0,0,0,4,1,2,0,0,2,1,E01028570,1,9,0,18,0,3,1,0,1,2,3,1,15,1,5,1796,1,9,4,1,MG                  ,MGF STEPTRONIC             ,1,1,1,5,3,0,0,0,0,-1,9,1
200901CW10665,529750,182590,-0.130981,51.527270,1,3,2,1,11/04/2009,7,01:20,2,E09000007,3,4200,6,30,6,2,3,501,0,5,4,2,2,0,0,1,1,E01000945,1,9,0,18,0,8,0,0,0,0,3,1,15,1,6,1598,1,12,6,1,VAUXHALL            ,ASTRA ARCTIC 8V            ,1,1,1,6,3,0,0,0,0,-1,9,1
