Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
201004BB10085,342860,463620,-2.874572,54.065341,4,3,2,3,10/06/2010,5,00:13,76,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01025113,1,9,0,18,0,6,0,0,1,0,1,1,2,1,6,1198,1,7,4,1,VOLKSWAGEN          ,POLO E                     ,1,1,1,6,3,0,0,0,0,-1,9,1
201004BB10085,342860,463620,-2.874572,54.065341,4,3,2,3,10/06/2010,5,00:13,76,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01025113,2,8,0,18,0,1,0,0,7,2,3,1,1,2,6,1997,2,3,4,1,FIAT                ,SCUDO COMBI 120 M-JET 8S   ,2,1,2,6,3,0,0,0,0,-1,8,1
201004BB10085,342860,463620,-2.874572,54.065341,4,3,2,3,10/06/2010,5,00:13,76,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01025113,2,8,0,18,0,1,0,0,7,2,3,1,1,2,6,1997,2,3,4,1,FIAT                ,SCUDO COMBI 120 M-JET 8S   ,3,2,2,7,3,0,0,1,0,-1,8,1
20103102A1417,449920,356920,-1.255765,53.107125,31,3,1,1,10/06/2010,5,00:13,340,E10000024,6,0,6,30,3,4,6,0,0,0,4,7,2,0,7,1,1,E01027956,1,9,0,17,0,1,1,0,7,10,1,1,15,1,4,1984,1,6,7,1,,,1,2,1,4,3,0,0,1,0,-1,9,-1
201043P119060,446770,189940,-1.326046,51.606312,43,2,1,1,10/06/2010,5,00:50,483,E10000025,6,299,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01028731,1,9,0,17,0,0,5,0,1,10,1,1,15,1,5,1985,1,13,9,1,SAAB                ,900 SE T TALLADEGA S-A     ,1,1,1,5,2,0,0,0,0,-1,9,1
201011NE14080,441420,540650,-1.357865,54.759106,11,3,2,3,10/06/2010,5,01:29,169,E06000047,3,19,3,70,5,4,3,19,0,0,4,5,5,0,0,1,1,E01020771,1,9,0,13,0,8,2,0,1,4,4,1,15,2,5,1149,1,7,7,3,RENAULT             ,CLIO DYNAMIQUE 16V         ,1,1,2,5,3,0,0,0,0,-1,9,3
201011NE14080,441420,540650,-1.357865,54.759106,11,3,2,3,10/06/2010,5,01:29,169,E06000047,3,19,3,70,5,4,3,19,0,0,4,5,5,0,0,1,1,E01020771,1,9,0,13,0,8,2,0,1,4,4,1,15,2,5,1149,1,7,7,3,RENAULT             ,CLIO DYNAMIQUE 16V         ,3,2,1,4,3,0,0,1,0,-1,9,1
201011NE14080,441420,540650,-1.357865,54.759106,11,3,2,3,10/06/2010,5,01:29,169,E06000047,3,19,3,70,5,4,3,19,0,0,4,5,5,0,0,1,1,E01020771,2,19,0,18,0,8,1,0,1,4,3,1,1,1,6,2499,2,8,2,1,FORD                ,RANGER 4X4 TURBO DIESEL    ,2,1,1,6,3,0,0,0,0,-1,19,1
20104100T1083,508770,217950,-0.422275,51.849512,41,3,3,2,10/06/2010,5,01:29,431,E10000015,1,1,3,70,5,4,1,1,0,0,4,1,1,0,0,2,1,E01023430,1,19,0,18,0,8,0,0,0,0,1,1,1,1,9,2998,2,1,6,1,,,,,,,,,,,,,,
20104100T1083,508770,217950,-0.422275,51.849512,41,3,3,2,10/06/2010,5,01:29,431,E10000015,1,1,3,70,5,4,1,1,0,0,4,1,1,0,0,2,1,E01023430,2,9,0,18,0,8,1,0,0,7,2,1,15,1,7,1994,2,10,2,1,ROVER               ,420I E DIESEL              ,1,1,1,7,3,0,0,0,0,-1,9,1
