Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200906K008807,370730,415280,-2.444126,53.633213,6,1,1,4,19/01/2009,2,00:01,100,E08000001,3,666,6,30,0,0,-1,0,0,8,4,1,2,0,0,1,1,E01004803,1,9,0,18,0,0,0,0,1,10,2,1,15,1,4,1596,1,6,2,1,,,1,1,1,4,2,0,0,0,0,-1,9,1
200906K008807,370730,415280,-2.444126,53.633213,6,1,1,4,19/01/2009,2,00:01,100,E08000001,3,666,6,30,0,0,-1,0,0,8,4,1,2,0,0,1,1,E01004803,1,9,0,18,0,0,0,0,1,10,2,1,15,1,4,1596,1,6,2,1,,,2,2,1,5,1,0,0,2,0,-1,9,1
200906K008807,370730,415280,-2.444126,53.633213,6,1,1,4,19/01/2009,2,00:01,100,E08000001,3,666,6,30,0,0,-1,0,0,8,4,1,2,0,0,1,1,E01004803,1,9,0,18,0,0,0,0,1,10,2,1,15,1,4,1596,1,6,2,1,,,3,2,1,4,2,0,0,2,0,-1,9,1
200906K008807,370730,415280,-2.444126,53.633213,6,1,1,4,19/01/2009,2,00:01,100,E08000001,3,666,6,30,0,0,-1,0,0,8,4,1,2,0,0,1,1,E01004803,1,9,0,18,0,0,0,0,1,10,2,1,15,1,4,1596,1,6,2,1,,,4,2,1,5,1,0,0,2,0,-1,9,1
200922C900357,383230,254300,-2.246730,52.186651,22,3,1,2,19/01/2009,2,00:09,276,E10000034,3,44,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01032286,1,9,0,18,0,0,0,0,1,2,1,1,15,1,5,1896,2,3,8,1,SKODA               ,FABIA VRS TDI PD 130       ,1,2,1,5,3,0,0,2,0,-1,9,1
200922C900357,383230,254300,-2.246730,52.186651,22,3,1,2,19/01/2009,2,00:09,276,E10000034,3,44,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01032286,1,9,0,18,0,0,0,0,1,2,1,1,15,1,5,1896,2,3,8,1,SKODA               ,FABIA VRS TDI PD 130       ,2,1,1,5,3,0,0,0,0,-1,9,1
20093104D0128,458580,347970,-1.128045,53.025802,31,3,2,1,19/01/2009,2,00:11,343,E10000024,4,684,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01028205,1,9,0,18,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
20093104D0128,458580,347970,-1.128045,53.025802,31,3,2,1,19/01/2009,2,00:11,343,E10000024,4,684,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01028205,2,9,0,18,0,0,1,0,1,4,1,1,15,1,6,2993,2,1,8,1,BMW                 ,525D M SPORT A             ,1,1,1,6,3,0,0,0,0,-1,9,1
200901RY10022,547650,172750,0.122768,51.434460,1,3,1,1,19/01/2009,2,01:05,18,E09000004,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000387,1,9,0,18,0,2,0,0,0,0,1,1,15,2,5,1299,1,8,6,1,,,1,3,1,8,3,5,9,0,0,-1,0,1
2009130060009,418330,415470,-1.724262,53.635427,13,3,3,1,19/01/2009,2,01:17,203,E08000034,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01011190,1,9,0,1,0,1,0,0,0,0,2,1,15,3,-1,1598,1,1,-1,-1,VAUXHALL            ,ZAFIRA EXCLUSIV            ,,,,,,,,,,,,
