Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2010070372614,349110,375780,-2.764654,53.276534,7,3,1,1,23/12/2010,5,00:01,130,E06000050,6,0,6,30,3,4,3,56,0,0,6,1,4,0,0,2,1,E01018697,1,9,0,5,0,6,0,0,0,0,1,1,15,1,9,1896,2,7,-1,-1,,,1,3,1,7,3,9,5,0,0,-1,0,-1
2010471008699,529580,104270,-0.161646,50.823412,47,2,2,1,23/12/2010,5,00:27,565,E06000043,3,259,3,30,9,2,6,0,0,4,4,1,2,0,0,1,1,E01016851,1,9,0,9,0,5,0,0,0,0,2,1,15,1,5,1998,1,5,4,1,RENAULT             ,CLIO RENAULTSPORT 182 16V  ,,,,,,,,,,,,
2010471008699,529580,104270,-0.161646,50.823412,47,2,2,1,23/12/2010,5,00:27,565,E06000043,3,259,3,30,9,2,6,0,0,4,4,1,2,0,0,1,1,E01016851,2,2,0,18,0,1,0,0,0,0,1,1,15,1,7,124,1,5,5,1,PIAGGIO             ,VESPA LX 125               ,1,1,1,7,2,0,0,0,0,-1,2,1
201004EB10102,371770,422330,-2.429042,53.696637,4,3,1,1,23/12/2010,5,00:30,70,E06000008,6,0,6,30,0,-1,-1,0,0,0,7,1,4,0,0,2,1,E01012592,1,8,0,17,0,0,1,10,0,0,1,1,1,1,7,1997,2,9,1,1,PEUGEOT             ,406 LX HDI (110)           ,1,2,1,4,3,0,0,2,0,-1,8,2
201045TA56997,531490,150930,-0.117626,51.242341,45,2,2,3,23/12/2010,5,00:35,516,E10000030,1,23,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01030814,1,9,0,18,0,0,0,0,0,0,2,1,15,1,7,1360,1,1,2,1,CITROEN             ,C3 VTR                     ,1,1,1,7,3,0,0,0,0,-1,9,1
201045TA56997,531490,150930,-0.117626,51.242341,45,2,2,3,23/12/2010,5,00:35,516,E10000030,1,23,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01030814,1,9,0,18,0,0,0,0,0,0,2,1,15,1,7,1360,1,1,2,1,CITROEN             ,C3 VTR                     ,3,2,2,10,3,0,0,1,0,-1,9,1
201045TA56997,531490,150930,-0.117626,51.242341,45,2,2,3,23/12/2010,5,00:35,516,E10000030,1,23,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01030814,2,9,0,18,0,0,0,0,1,7,1,1,15,2,6,1598,1,6,5,1,RENAULT             ,SCENIC AUTHENTIQUE 16V     ,2,2,1,5,2,0,0,2,0,-1,9,3
201001TA00423,535650,193880,-0.041624,51.627340,1,1,2,1,23/12/2010,5,01:05,32,E09000010,3,1055,6,30,0,-1,-1,0,0,0,4,8,2,0,0,1,1,E01001490,1,9,0,18,0,0,0,0,0,0,1,1,15,1,6,998,1,9,2,1,NISSAN              ,MICRA VIBE                 ,,,,,,,,,,,,
201001TA00423,535650,193880,-0.041624,51.627340,1,1,2,1,23/12/2010,5,01:05,32,E09000010,3,1055,6,30,0,-1,-1,0,0,0,4,8,2,0,0,1,1,E01001490,2,3,0,12,0,0,0,0,0,0,2,1,15,1,9,85,1,11,3,1,HONDA               ,C90                        ,1,1,1,9,1,0,0,0,0,-1,3,1
201097UA70312,219830,648700,-4.868501,55.698234,97,1,1,1,23/12/2010,5,01:50,931,S12000021,3,78,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,1,19,0,18,0,0,0,0,0,0,1,1,1,1,8,1560,2,1,5,1,PEUGEOT             ,PARTNER 850 S HDI 90       ,1,3,1,7,1,9,8,0,0,-1,0,-1
