Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,_1st_Road_Class,_1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,_2nd_Road_Class,_2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,_1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,make,model,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200920D294302,413630,291300,-1.800568,52.519384,20,3,3,1,22/11/2009,1,00:01,300,E08000025,3,38,1,30,1,4,3,452,0,4,4,8,2,0,0,1,1,E01009096,1,9,0,13,0,3,0,0,0,0,0,1,15,3,-1,1388,1,6,-1,-1,,,,,,,,,,,,,,
200920D294302,413630,291300,-1.800568,52.519384,20,3,3,1,22/11/2009,1,00:01,300,E08000025,3,38,1,30,1,4,3,452,0,4,4,8,2,0,0,1,1,E01009096,2,9,0,7,0,3,0,0,0,0,2,1,1,2,6,1299,1,1,1,1,FORD                ,KA STUDIO                  ,1,1,2,6,3,0,0,0,0,-1,9,1
200920D294302,413630,291300,-1.800568,52.519384,20,3,3,1,22/11/2009,1,00:01,300,E08000025,3,38,1,30,1,4,3,452,0,4,4,8,2,0,0,1,1,E01009096,3,9,0,7,0,3,0,0,0,0,1,1,15,2,5,1360,1,7,8,1,PEUGEOT             ,206 LOOK                   ,,,,,,,,,,,,
200901VK30410,517240,161580,-0.318182,51.341169,1,3,2,1,22/11/2009,1,00:02,23,E09000021,3,243,6,30,6,2,4,280,0,0,4,2,2,0,0,2,1,E01002948,1,9,0,9,0,8,0,0,0,0,1,1,15,2,4,1400,1,3,9,3,VOLKSWAGEN          ,POLO S 75                  ,1,1,2,4,3,0,0,0,0,-1,9,3
200901VK30410,517240,161580,-0.318182,51.341169,1,3,2,1,22/11/2009,1,00:02,23,E09000021,3,243,6,30,6,2,4,280,0,0,4,2,2,0,0,2,1,E01002948,2,9,0,18,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,7,1,,,,,,,,,,,,,,
2009070368207,368430,353440,-2.472717,53.077230,7,2,2,4,22/11/2009,1,00:16,129,E06000049,3,534,6,40,0,0,-1,0,0,0,4,4,2,0,0,1,1,E01018505,1,9,0,16,0,0,0,0,0,0,1,1,15,1,4,1199,1,6,10,1,,,1,1,1,4,3,0,0,0,0,-1,9,1
2009070368207,368430,353440,-2.472717,53.077230,7,2,2,4,22/11/2009,1,00:16,129,E06000049,3,534,6,40,0,0,-1,0,0,0,4,4,2,0,0,1,1,E01018505,1,9,0,16,0,0,0,0,0,0,1,1,15,1,4,1199,1,6,10,1,,,3,2,1,4,3,0,0,1,0,-1,9,1
2009070368207,368430,353440,-2.472717,53.077230,7,2,2,4,22/11/2009,1,00:16,129,E06000049,3,534,6,40,0,0,-1,0,0,0,4,4,2,0,0,1,1,E01018505,1,9,0,16,0,0,0,0,0,0,1,1,15,1,4,1199,1,6,10,1,,,4,2,1,4,2,0,0,1,0,-1,9,2
2009070368207,368430,353440,-2.472717,53.077230,7,2,2,4,22/11/2009,1,00:16,129,E06000049,3,534,6,40,0,0,-1,0,0,0,4,4,2,0,0,1,1,E01018505,2,10,0,17,0,0,0,0,0,0,3,1,1,1,7,1998,2,6,4,2,FORD                ,TRANSIT 280 SWB TD         ,2,1,1,7,2,0,0,0,0,-1,10,2
200901TC00326,544430,184310,0.081202,51.539164,1,3,1,1,22/11/2009,1,00:20,16,E09000002,5,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01000007,1,11,0,18,0,0,0,0,0,0,1,1,1,1,7,3900,2,3,2,1,ALEXANDER DENNIS    ,                           ,1,3,2,-1,3,5,1,0,0,-1,0,-1
